Comments,stance
విశాఖ మెట్రో రైల్ ప్రాజెక్టు పట్ల వైఎస్ జగన్ మోహన్ప్రభుత్వ తీవ్ర నిర్లక్ష్యం కనీస ప్రతిపాదనకు కూడా నోచుకోని…,favour
చొక్కా విప్పి గుండెలపై జగన్ ఫోటో చూపిన వీరాభిమాని,favour
"అమరావతి:జగనన్న గోరుముద్దలో రేపటి నుండి బడి పిల్లలకు ఉదయం పూట రాగి జావవారానికి 3 రోజుల పాటు రాగి జావరాష్ట్రవ్యాప్తంగా 44,…",favour
కోస్తాంధ్ర వీక్లీ లీడర్ బోర్డు …,favour
50000 వేల ఓట్లు ఉన్న నేను ఎం చేయాలో నాకు తెలియదా అంటూ తీవ్ర వాగ్వాదం ఓ దశలో కందికుంట ప్రసాద్ కు చాంద్ బాషా కి మ…,favour
మీలో మీరు కొట్టుకు చావండి మమ్మల్ని చెయ్యండి కదిరి టీడీపీ లో బయటపడ్డ విబేధాలు నిన్న రాత్రి లోకేష్ తో జ…,favour
“SIR” సినిమా చుస్తుంటే అన్న ఫ్రేమ్ టు ఫ్రేమ్ గుర్తు వచ్చారు మీరు చేసిన మంచిపనులను సినిమాగా తీసారంటే జగన్ అన్న మీరు…,favour
హాయ్ జగన్ బాగున్నావా గుడ్ మార్నింగ్ జగన్ అన్న,favour
 ఆడటం రాదు కూర్చోమన్న కూర్చోవు  తుత్తు జగన్  సీఎం గా అట్టర్ ఫ్లాప్ …,favour
 ఆడటం రాదు కూర్చోమన్న కూర్చోవు  తుత్తు జగన్  సీఎం గా అట్టర్ ఫ్లాప్ పెద్ద సున్న …,favour
రాష్ట్ర ప్రభుత్వం ప్రతిష్టాత్మకంగా నిర్వహిస్తున్న ఏపీ గ్లోబల్ సమ్మిట్ 2023కు సర్వం సిద్ధం ప్రభుత్వ ఏర్పాట్లతో కళకళలా…,favour
371 కోట్ల జనం సొమ్మును హారతి కర్పూరం చేశారు ఇదేనా చంద్రబాబు విజన్ అంటే- సీఎం జగన్ ,favour
371 కోట్ల జనం సొమ్మును హారతి కర్పూరం చేశారు ఇదేనా చంద్రబాబు విజన్ అంటే- సీఎం జగన్ ,neutral
ఉత్తరాంద్ర లో ఒక పంచాయతీ లో 200 gruate లు ఉంటే 4000₹ ఇచ్చారు అంట4000₹ ఎందుకు అంటే ఆటో లు పెట్టడానికి అని చె…,neutral
( జగనన్న ) నాయకుడి పాదయాత్రకి ( లోకేష్ ) నయ వంచకుడి పాదయాత్రకి చాలా తేడా ఉంది తమ్ముళ్లు కదిరి గడ్డా వైసి…,neutral
ఉద్యోగులందరూ జగనన్న కు వ్యతిరేకమన్న వారికి మొహం పగిలేలా సమాధానం ఇచ్చిన ప్రభుత్వ ఉద్యోగిని,neutral
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా…,neutral
371 కోట్ల జనం సొమ్మును హారతి కర్పూరం చేశారు ఇదేనా చంద్రబాబు విజన్ అంటే- సీఎం జగన్ ,neutral
"అయినా తాను అద్భుతంగా రాష్ట్రాన్ని పాలిస్తున్నానని నమ్మకమే ఉంటే, ఎలాగూ 175 సీట్లు వైసీపీవేనని చెపుతున్నప్పుడు ఇక ఈ…",neutral
నేటినుంచి పాఠశాల విద్యార్ధులకు రాగిజావ పంపిణీ,favour
Andhra జగన్ నిన్నటి అసెంబ్లీ ఘటనలు చూస్తే  మొన్నే ప్రజలు ఇచ్చిన తీర్పు నుంచి పాఠాలు నేర్చుకు…,favour
సీఎం జగన్‌ను కలిసిన వైఎస్సార్‌సీపీ దళిత ఎమ్మెల్యేలు,favour
371 కోట్ల జనం సొమ్మును హారతి కర్పూరం చేశారు ఇదేనా చంద్రబాబు విజన్ అంటే- సీఎం జగన్ ,favour
"ఏపీలో 5,388 ప్రభుత్వ స్కూళ్లకు నైట్ వాచ్ మెన్లు నియామకం",favour
చంద్రబాబు గారి అందమైన మొఖాన్ని చూసి ఏమైనా ఇస్తున్నారా - సీఎం జగన్ ,favour
ఇలాంటి వారు నిజాలు చెబితే వస్తోంది,favour
మళ్ళీ జగనన్నే సీఎం అవుతారు - తిరువూరు వైసీపీ సర్పంచ్,favour
9 pm ఢిల్లీ వెళ్లిన ముఖ్యమంత్రి జగన్ అవినాష్ రెడ్డి అరెస్టు పై రేపు తీర్పు ఇవ్వనున్న తెలంగాణ హై కోర్టు…,favour
విష్ణుకుమార్ రాజు గారు మీలాంటి వాళ్ళు ఒక్క నలుగురు నాయకులు తప్ప బీజేపీలో మిగతా నాయకులంతా వైసీపీకి కొమ్ముకాస్తున్నారనేది అ…,favour
"పట్టభద్రులు ఎన్నికల్లో నిలబడి, తలబడి, గెలిచినా MLCలు 1 వేపాడ చిరంజీవిరావు - 2 కంచర్ల శ్రీకాంత్ - affection…",favour
"అమరావతి:జగనన్న గోరుముద్దలో రేపటి నుండి బడి పిల్లలకు ఉదయం పూట రాగి జావవారానికి 3 రోజుల పాటు రాగి జావరాష్ట్రవ్యాప్తంగా 44,…",favour
3/20 నిన్న దాకా లో యువతస్థాయి డెవలప్మెంట్ అంటూ ప్రచారం జగన్ రెడ్డి బొమ్మతో సిమెన్స్ తన క్రెడిట్ అ…,favour
మా జగనన్న మగాడిలా సింగిల్ గా వస్తాను అన్నాడు సవాల్ స్వీకరించి దానికి సమాధానం చెప్పే దమ్ము ఉందా పవన్ కళ్యాణ్ కి ht…,favour
బాబు మాకొద్దు జగనే మాకు కావాలి,neutral
మా జగనన్న మగాడిలా సింగిల్ గా వస్తాను అన్నాడు సవాల్ స్వీకరించి దానికి సమాధానం చెప్పే దమ్ము ఉందా పవన్ కళ్యాణ్ కి…,neutral
చచ్చేవరకు జగనన్నకే నేను ఓటు వేస్తాను,neutral
టీడీపీ వాళ్ళు డ్వాక్రా నుండి తీసేసి లోను కావాలంటే మా పెద్ద మనిషి కాళ్ళు పట్టుకో అన్నారు,neutral
గోరుముద్దలో రాగి జావ,neutral
ఢిల్లీని ఢీకొట్టిన గుండె రా అది ఇలాంటి ఉడత ఊపులికి భయపడే గుండె కాదు జగన్ /175 జగన్ TRENDS,neutral
నాయ‌కుడు అంటే నాడు పుస్త‌కాల్లో చ‌దివాం నేడు జ‌గ‌న‌న్న రూపంలో చూస్తున్నాం జగన్ …,neutral
స్కిల్ స్కాంలో చంద్రబాబు దోపిడీ విజన్ కనిపిస్తోంది - సీఎం జగన్ ,neutral
371 కోట్ల జనం సొమ్మును హారతి కర్పూరం చేశారు ఇదేనా చంద్రబాబు విజన్ అంటే- సీఎం జగన్ ,favour
3/20 నిన్న దాకా లో యువతస్థాయి డెవలప్మెంట్ అంటూ ప్రచారం జగన్ రెడ్డి బొమ్మతో సిమెన్స్ తన క్రెడిట్ అ…,favour
2/20 సిమెన్స్ ద్వారా అని ప్రచారం చేసుకున్నారు కదరా తెలంగాణ ఇండస్ట్రీలో జాబ్ వాళ్ళకి కూడా…,favour
371 కోట్ల జనం సొమ్మును హారతి కర్పూరం చేశారు ఇదేనా చంద్రబాబు విజన్ అంటే- సీఎం జగన్ ,favour
"అమరావతి:జగనన్న గోరుముద్దలో రేపటి నుండి బడి పిల్లలకు ఉదయం పూట రాగి జావవారానికి 3 రోజుల పాటు రాగి జావరాష్ట్రవ్యాప్తంగా 44,…",favour
"అమరావతి:జగనన్న గోరుముద్దలో రేపటి నుండి బడి పిల్లలకు ఉదయం పూట రాగి జావవారానికి 3 రోజుల పాటు రాగి జావరాష్ట్రవ్యాప్తంగా 44,…",favour
2/20 సిమెన్స్ ద్వారా అని ప్రచారం చేసుకున్నారు కదరా తెలంగాణ ఇండస్ట్రీలో జాబ్ వాళ్ళకి కూడా…,favour
ప్రజా వేదిక ప్రజల కష్టాలు చెప్పుకునే అది అక్రమ కట్టడం అని నీవేదిక బలవం…,neutral
"అమరావతి:జగనన్న గోరుముద్దలో రేపటి నుండి బడి పిల్లలకు ఉదయం పూట రాగి జావవారానికి 3 రోజుల పాటు రాగి జావరాష్ట్రవ్యాప్తంగా 44,…",neutral
"పట్టభద్రులు ఎన్నికల్లో నిలబడి, తలబడి, గెలిచినా MLCలు 1 వేపాడ చిరంజీవిరావు - 2 కంచర్ల శ్రీకాంత్ ",against
చూడు జగన్  ఇవే మా ప్రభుత్వ హయాంలో గుడివాడ పట్టణంలో పేదల కోసం కట్టిన 8912 టిడ్కో ఇళ్ళు రాష్ట్రంలో నా…,favour
విదేశాల్లో మాదిరి మన రాష్ట్రంలో ఫ్యామిలీ డాక్టర్ సేవలు,favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",neutral
పాదయాత్రలో నేషనల్ మీడియకు ఇంటర్వ్యూ కూడా ఒక గుడిశలో మంచం మీద కూర్చుని ఇచ్చిన జగనన్న సొంత డబ్బా కొట్టుకోడానికి సె…,against
చూడు జగన్  ఇవే మా ప్రభుత్వ హయాంలో గుడివాడ పట్టణంలో పేదల కోసం కట్టిన 8912 టిడ్కో ఇళ్ళు రాష్ట్రంలో నా…,neutral
మనం పుట్టినప్పటి నుండీ ఇలా ఒక MLA గాని MP గాని మన ఊరికి రావడం చూసామా ఊరికి వచ్చినా మన ఇంటికి…,neutral
మనం పుట్టినప్పటి నుండీ ఇలా ఒక MLA గాని MP గాని మన ఊరికి రావడం చూసామా ఊరికి వచ్చినా మన ఇంటికి వచ్చి ప్ర…,against
మనం పుట్టినప్పటి నుండీ ఇలా ఒక MLA గాని MP గాని మన ఊరికి రావడం చూసామా ఊరికి వచ్చినా మన ఇంటికి వచ్చి…,against
జగన్ ను ఓడించడం చంద్రబాబు పవన్కళ్యాణ్ వల్ల కాదు ఎక్కువ మాట్లాడితే జనాలే తంతారు వీళ్ళను,favour
చూడు జగన్  ఇవే మా ప్రభుత్వ హయాంలో గుడివాడ పట్టణంలో పేదల కోసం కట్టిన 8912 టిడ్కో ఇళ్ళు రాష్ట్రంలో నా…,against
చూడు జగన్  ఇవే మా ప్రభుత్వ హయాంలో గుడివాడ పట్టణంలో పేదల కోసం కట్టిన 8912 టిడ్కో ఇళ్ళు రాష్ట్రంలో నా…,favour
మా నమ్మకం నువ్వే జగన్ అనే కార్యక్రమం మరొకసారి తుగ్లక్ పరిపాలనకు నిదర్శనం వబ్బిన జనార్ధన శ్రీకాంత్ …,against
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",favour
నాన్నగారు అరటి పండు ని కనిపెట్టారు మీరెందుకు పనస పండు ని కనిపెట్టకూడదు,favour
"ఒక మోటు సామెత గుర్తు వచ్చింది ఛండాల్ బాబు vs జగన్ Fase ఈ సామెత వాడుకలోనిదే, ఏ కులాన్నీ కించపరిచే ఉ…",favour
అరటి పండుకు చంద్రబాబుకు ఏం సంబంధం రా లోకేషా,against
జగన్ పేరులోనే ఉంది అందుకేనేమో దేశంలోనే రాష్ట్రాన్ని గంజాయికి క్యాపిటల్ గా మార్చాడు లాభాల కోసం ఎవరైనా తన పేరులో ఉన్న గం…,against
జగనన్నతో పోసాని మురళీకృష్ణ,favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",favour
చిత్తూరు ఎమ్మెల్యే శ్రీనివాసులుకు నిరసన సెగ ,favour
గంటలో వంకాయప్పా నీకు తిరగేసి రాయడం కూడా రాదా? స్కూల్లో పిల్లలకు ఇదే నేర్పావా? జగన్ తిరగేస్తే nagaj అవుతుందే…,favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",favour
అరటి పండు ను కనిపెట్టింది కూడా మన చంద్రం బాబోరే తమ్ముడ్లు,favour
శవాల మీద చిల్లర చుడండి  జగన్,favour
రాష్ట్రమంతటా ఒక్కటే నినాదం మా నమ్మకం నువ్వే జగన్,favour
సీఎం జగన్ కు మనుషులు కావాలి చంద్రబాబు కి ఓటర్లు కావాలి - పోసాని కృష్ణమురళి,favour
వీళ్ళందరూ నీ యమ్మ మొగుడ్లా రా బోకేష్ గా,neutral
జగనన్నే మా భవిష్యత్తు సర్వేకు అపూర్వ స్పందన తొలి రోజే 15004 గ్రామ/వార్డు సచివాలయాల పరిధిలో 10 లక్షల ఇళ్లు పూర్తి …,neutral
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",neutral
శవాల మీద చిల్లర చుడండి  జగన్,neutral
నీకు తెలుసు అనుకుంటాం రేపు నీతో చెప్పేదీ కూడా ఇవే మాటలు ఇష్టం ఉం…,neutral
"మీరు ఏ వర్గానికి, ఏ మతానికి, ఏ పార్టీకి చెందిన వారైనా కూడా మీకు ప్రభుత్వ సంక్షేమ పథకాలు వివక్ష లేకుండా అందాయని అనుకుంటే జగన…",favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",favour
"వైసీపీ ఎమ్మెల్యేల్లో అసంతృప్తి  టీడీపీది దుష్ప్రచారం, ఆదోనీ ఎమ్మెల్యే చెప్పింది ఏంటంటే మంత్రి కొట్టు…",favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",favour
2023 పెద్ద జోక్  అరటిపండుని చంద్రబాబు ప్రపంచానికి పరిచయం చేయటం ఏంట్రా మాలోకం,favour
"ఈ మాలోకం గాడు, జగన్ అన్న ని ప్రతీ ఒక్కటీ కాపీ కొట్టేస్తున్నాడు రా బాబోయ్",favour
"ycp పార్టీ సొంత డబ్బును ఎలా అయినా కర్చు చేయొచ్చు,ఆడగాల్సిన అవసరం ఎవరికి లేదు ప్రభుత్వం కర్చు చేస్తున్న ప్రతి రూపా…",favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",neutral
"ప్రజల అభిప్రాయాలను తెలుసుకునేందుకు ఎన్నికల సర్వేలు, సోషియో ఎకనమిక్ సర్వేలు, మార్కెటింగ్ సర్వేలుఇలా అనేక సర్వేలు చేస్తుంటా…",neutral
నులక మంచం సెట్టింగ్ వేస్తే మోసపోయిన రైతులు నిన్ను నమ్ముతారా,neutral
"అభివృద్ధి పై మాజీ ఎమ్మెల్యే , ఎమ్మెల్యే మధ్య సవాల్ సాక్షాలతో ఒంటరిగా వచ్చిన నంబూరి",neutral
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",neutral
శవాల మీద చిల్లర చుడండి  జగన్,neutral
చూడు జగన్  ఇవే మా ప్రభుత్వ హయాంలో గుడివాడ పట్టణంలో పేదల కోసం కట్టిన 8912 టిడ్కో ఇళ్ళు రా…,neutral
"సీఎం జగన్ ఫోటోను రథంపై ఊరేగించిన ప్రజలు, ఈ సంబరాలు ఎందుకో తెలుసా?",neutral
నవ్వకండి సీరియస్ మ్యాటర్,neutral
మా నమ్మకం నువ్వే జగన్ అనే కార్యక్రమం మరొకసారి తుగ్లక్ పరిపాలనకు నిదర్శనం వబ్బిన జనార్ధన శ్రీకాంత్ …,favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",favour
గంటలో వంకాయప్పా నీకు తిరగేసి రాయడం కూడా రాదా? స్కూల్లో పిల్లలకు ఇదే నేర్పావా? జగన్ తిరగేస్తే nagaj అవుతుందే…,favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",favour
చూడండిజగన్ గారు ఇవే మా ప్రభుత్వ హయాంలో రాజధాని ప్రాంతంలో పేదల కోసం కట్టిన టిడ్కో ఇళ్ళు రాష్ట్రంలో నాడు ని…,favour
జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌,favour
శవాల మీద చిల్లర చుడండి  జగన్,favour
జగన్ ఢిల్లీ టూర్ తర్వాత పవన్ కు కేంద్రం భారీ షాక్ ,favour
ట్రిక్ కాదు ట్వీట్ టైపు చేయినప్పుడ చూసుకో తెలంగాణ లో కూర్చున షర్మిల కేసీ…,favour
గంటలో వంకాయప్పా నీకు తిరగేసి రాయడం కూడా రాదా? స్కూల్లో పిల్లలకు ఇదే నేర్పావా? జగన్ తిరగేస్తే nagaj అవుతుందే…,favour
జగన్‌కు చంద్రబాబు సెల్ఫీ చాలెంజ్ వైరల్ ,favour
జనసైనికుల జన్మహక్కు అందరితో తిట్టించుకోడం,favour
మాకు నమ్మకం లేదు జగన్ మా నమ్మకం పవన్ స్టిక్కర్లను ఇంటింటికి అతికించిన తిరుపతి జనసేన …,favour
చిత్తూరు ఎమ్మెల్యే శ్రీనివాసులుకు నిరసన సెగ ,favour
చూడు బాబూ ఇవిగో ఇళ్లు,favour
జగన్ కొత్త వ్యూహం స్టికర్ తీసేస్తే? ,favour
గంటలో వంకాయప్పా నీకు తిరగేసి రాయడం కూడా రాదా? స్కూల్లో పిల్లలకు ఇదే నేర్పావా? జగన్ తిరగేస్తే nagaj అవుతుందే…,neutral
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",neutral
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",neutral
14-Oct-2009 (YSR చనిపోయి సుమారు 42 రోజులు) జగన్ కు గ్లామర్ ఉందిఏ పార్టీ కైనా ఫేస్ వాల్యూ ఉండాలిఅనుభవజ్ఞుడు అయినా…,neutral
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",neutral
పాపం ఏ విషయం లో ఎక్కడ దొరికాడో ఏమో గానీ పార్టీ ఉన్నంత కాలం టీడీపీ కి బానిసత్వం తప్పేలా లేదు …,neutral
"నేను ఒంటరిగానే డిబెట్ కి వెళ్తాను, అభివృద్ధి ఆధారాలతో సహా నిరుపిస్తాను - ఎమ్మెల్యే నంబూరి",neutral
టిడిపి నేత దేవినేని ఉమా వ్యాఖ్యలకు కౌంటర్ ఇచ్చిన వైసీపీ ఎమ్మెల్యే వసంత కృష్ణప్రసాద్ ,favour
వెలకట్టలేని అవ్వ అభిమానం,favour
సంక్షేమ క్యాలండర్ 2023 -2024,favour
సంక్షేమ క్యాలండర్ 2023 -2024,favour
జగనన్నే మన భవిష్యత్తు కార్యక్రమంలో పాల్గొన్న మంత్రి రోజా,favour
జగనన్నే మన భవిష్యత్తు కార్యక్రమంలో పాల్గొన్న మంత్రి రోజా,favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",favour
శవాల మీద చిల్లర చుడండి  జగన్,favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",favour
శవాల మీద చిల్లర చుడండి  జగన్,favour
చిత్తూరు ఎమ్మెల్యే శ్రీనివాసులుకు నిరసన సెగ ,favour
ఉపాధ్యాయులంటే జగన్ రెడ్డికి ఎందుకంత చులకన టీడీపీ ఎమ్మెల్యే అనగాని సత్యప్రసాద్,favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",favour
కోట్లు పెట్టీ కొన్నా రాదు ఇలాంటి అభిమానంజగనన్నపై అవ్వ అభిమానం,favour
తీవ్రమైన అవినీతి కేసుల్లో జగన్ పై ఉన్నాడన్న విషయం ఉండవల్లి తెలియనట్లు నటిస్తాడు జగన్ రద్దు గురిం…,neutral
"ప్రజలకి, జగన్ కి మధ్య ఉన్న అనుబంధం ఇది దీన్ని ఏ దుష్టచతుష్టయం కూడా విడదీయలేదు …",favour
పొత్తు ఉన్న లేకపోయినా పవనే సీఎం ఎమ్మెల్యే అభ్యర్థులకే దిక్కు లేదు వీడు సీఎం అంట …,favour
నెల్లూరు జిల్లాలో రాజధాని ఎక్స్ ప్రెస్ కు తప్పిన ప్రమాదం,favour
తీవ్రమైన అవినీతి కేసుల్లో జగన్ పై ఉన్నాడన్న విషయం ఉండవల్లి తెలియనట్లు నటిస్తాడు; జగన్ రద్దు…,favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",favour
చంద్రన్న నీటి పథకం - కళాత్మక విన్యాసం,favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",favour
"క్రైస్తవ సోదర, సోదరీమణులందరికీ ఈస్టర్ శుభాకాంక్షలు",favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",favour
చిత్తూరు ఎమ్మెల్యే శ్రీనివాసులుకు నిరసన సెగ ,favour
చంద్రబాబు నీ చెవులు ఏనుగంత చెవులు చేసుకొని విను,favour
చిత్తూరు ఎమ్మెల్యే శ్రీనివాసులుకు నిరసన సెగ ,favour
సంక్షేమ క్యాలండర్ 2023 -2024,favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",favour
చంద్రబాబు చెప్పుల్లో జగన్​ పాదాలు …,favour
- జూన్ నెలలో వైఎస్సార్సీపీ మొదటి విడత ఎమ్మెల్యేల జాబితా విడుదల 80 నుండి 90 అభ్యర్థుల ప్రకటన సెప్టెంబర్ నుండి ముఖ్య…,favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",neutral
ఎంతోమంది ధనవంతులు హైదరాబాద్ వచ్చారు కానీ? ారతరాజ్యాంగంవర్ధిల్లాలి …,neutral
శ్రీ వైఎస్ జగన్ మోహన్ రెడ్డి సార్ శ్రీ రామ చంద్ర మూర్తి లాగ మంచి పరిపాలన చేస్తూ ఉన్నాడు కాబట్టి భారతదేశం మొత్తం ఇ…,neutral
శ్రీ వైఎస్ జగన్ మోహన్ రెడ్డి సార్ శ్రీ రామ చంద్ర మూర్తి లాగ మంచి పరిపాలన చేస్తూ ఉన్నాడు కాబట్టి భారతదేశం మొత్తం ఇ…,neutral
ారతరాజ్యాంగాన్ని అవమాన పరుస్తున్న ైరతాబాద్ సీఐ ారతరాజ్యాంగంవర్ధిల్లాలి …,neutral
చిత్తూరు ఎమ్మెల్యే శ్రీనివాసులుకు నిరసన సెగ ,neutral
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",neutral
ఆంధ్రా అభివృద్ధికి తట్టెడు మట్టి వెయ్యవు కాన నీ ఇసక దోపిడీకి నదికి అడ్డంగా ఆనకట్టవేస్తావు జగన్,favour
"క్రైస్తవులందరికీ ఈస్టర్ శుభాకాంక్షలు పునరుద్ధానుడైన క్రీస్తు ఆశీర్వాదాలు ప్రతి కుటుంబానికి లభించాలని, అందరికీ…",favour
